Municipio,Provincia,Lugar,Dirección,Fecha,Hora,Ojo,Latitud,Longitud,Convoca,Marca en porceuta.es,Notas,Estado,Fuente
Santoña,Cantabria,"Frente al Ayuntamiento, C. Manzanedo 27","Frente al Ayuntamiento, C. Manzanedo 27, 39749",2026-09-02,20:00,,"43,44485","-3,45615",Convocatoria local / iniciativa Por Ceuta,Confirmada,,Publicada,Ambas
Torrelavega,Cantabria,"Plaza ayuntamiento, boulevard",,2026-09-02,20:00,,"43,3487303","-4,0515082",,Sin confirmar,,Solo en porceuta.es,porceuta.es
Almassora,Castellón,"Puertas del Ayuntamiento, Plaça de Pere Cornell","Puertas del Ayuntamiento, Plaça de Pere Cornell, 12550",2026-09-02,20:00,,"39,945504","-0,063674",Ayuntamiento de Almassora,Difundida,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Ares del Maestrat,Castellón,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, 12165",2026-09-02,20:00,,"40,456535","-0,131962",,Confirmada,Todo el Pueblo,Publicada,Ambas
Benicàssim,Castellón,Ayuntamiento,Ayuntamiento,2026-09-02,20:00,,"40,056076","0,064308",Ayuntamiento de Benicàssim / FEMP,Difundida,,Publicada,Ambas
Borriana,Castellón,Plaza Mayor,Plaza Mayor,2026-09-02,20:00,,"39,88916","-0,08496",Ayuntamiento de Burriana / FEMP,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Castellón de la Plana,Castellón,Plaza María Agustina,"Plaza María Agustina, Castellón de la Plana, 12001",2026-09-02,20:00,,"39,9884844","-0,0343737",,,Recogido de prensa (El Distrito),Publicada,Listado oficial
Castellón de la Plana,Castellón,Plaza Mayor,,2026-09-02,20:00,,"39,985","-0,037",Ayuntamiento de Castellón de la Plana / FEMP,Difundida,,Solo en porceuta.es,porceuta.es
Nules,Castellón,Faro Playa Nules,"Faro Playa Nules, Nules, 12520",2026-09-02,20:00,,"39,8532265","-0,1550092",,Confirmada,El punto del mapa es aproximado: señala el centro del municipio. Recogido de prensa (El Distrito) · Día de Ceuta. Contra la invasión marroquí de las ciudades ESPAÑOLAS de Ceuta y Melilla.,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Oropesa del Mar,Castellón,Ayuntamiento,Ayuntamiento,2026-09-02,20:00,,"40,094476","0,134724",,Sin confirmar,,Publicada,Ambas
Peñíscola,Castellón,Puerta del ayuntamiento,Puerta del ayuntamiento,2026-09-02,20:00,,"40,358455","0,406683",,Sin confirmar,,Publicada,Ambas
Segorbe,Castellón,Plaza Agua Limpia,,2026-09-02,20:00,,"39,851536","-0,489628","Asociación C. ""Espada de San Miguel""",Sin confirmar,,Solo en porceuta.es,porceuta.es
Ceuta,Ceuta,Marina de Ceuta,,2026-08-29,12:00,NO son las 20:00 · OTRA FECHA,"35,889765","-5,314657",,Confirmada,"Armada de Solidaridad. Flota de barcos para demostrar apoyo a Ceuta y conocer la realidad. 629 223 369, 609 462 523, 629 640 515 y 645 634 483",Solo en porceuta.es,porceuta.es
Ceuta,Ceuta,Murallas Reales,"Murallas Reales, Ceuta, 51002",2026-09-02,19:00,NO son las 20:00,"35,8889186","-5,3188995",Federación Provincial de Asociaciones de Vecinos de Ceuta / Foro Ceuta Siglo XXI,Confirmada,Marcha desde las Murallas Reales hasta la Delegación del Gobierno,Publicada,Ambas
Ceuta,Ceuta,Plaza de los Reyes,"Plaza de los Reyes, Ceuta",2026-09-02,20:00,,"35,8871919","-5,308373",Avante 2/3,Confirmada,Frente a la Delegación del Gobierno,Publicada,Ambas
Alcázar de San Juan,Ciudad Real,Plaza de España,Plaza de España,2026-09-02,20:00,,"39,389711","-3,210347",,Sin confirmar,,Publicada,Ambas
Almagro,Ciudad Real,Plaza Mayor,Plaza Mayor,2026-09-02,20:00,,"38,888449","-3,712111",Partido Popular de Almagro,Confirmada,,Publicada,Ambas
Argamasilla de Alba,Ciudad Real,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, Argamasilla de Alba, 13710",2026-09-02,20:00,,"39,1286309","-3,0901018",,Sin confirmar,,Publicada,Ambas
Bolaños de Calatrava,Ciudad Real,Plaza de España,Plaza de España,2026-09-02,20:00,,"38,906253","-3,662981",Ayuntamiento de Bolaños de Calatrava,Difundida,Ceuta no está sola,Publicada,Ambas
Ciudad Real,Ciudad Real,Plaza Mayor (fin de la marcha),"Plaza Mayor (fin de la marcha), Ciudad Real, 13001",2026-09-02,19:30,NO son las 20:00,"38,98539","-3,92854",Ayuntamiento,Difundida,La marcha sale de la Plazoleta Río Becea a las 19:30 y termina aquí sobre las 20:30. El punto del mapa es el final del recorrido.,Publicada,Ambas
Daimiel,Ciudad Real,Plaza de España,,2026-09-02,20:00,,"39,072196","-3,6143611",,Sin confirmar,,Solo en porceuta.es,porceuta.es
Guadalmez,Ciudad Real,Puerta del Ayuntamiento,Puerta del Ayuntamiento,2026-09-02,20:00,,"38,727737","-4,971172",Ayuntamiento de Guadalmez,Difundida,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
La Solana,Ciudad Real,Plaza mayor,,2026-09-02,20:00,,"38,941937","-3,236528",Ayuntamiento de la Solana,Difundida,,Solo en porceuta.es,porceuta.es
Membrilla,Ciudad Real,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, Membrilla",2026-09-02,20:00,,"38,9725271","-3,3487688",Ayuntamiento de Membrilla,Difundida,,Publicada,Ambas
Miguelturra,Ciudad Real,"Plaza de España, frente al Ayuntamiento","Plaza de España, frente al Ayuntamiento",2026-09-02,20:00,,"38,96467","-3,88943",Ayuntamiento de Miguelturra / FEMP,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Pedro Muñoz,Ciudad Real,Plaza de España,"Plaza de España, Pedro Muñoz",2026-09-02,20:00,,"39,4059161","-2,9471059",,Sin confirmar,,Publicada,Ambas
Puertollano,Ciudad Real,Plaza de la Constitución,"Plaza de la Constitución, Puertollano",2026-09-02,20:00,,"38,6866267","-4,1105819",Ayuntamiento de Puertollano / FEMP,Difundida,Recogido de prensa (El Distrito),Publicada,Ambas
Socuéllamos,Ciudad Real,Plaza de la Constitución,"Plaza de la Constitución, Socuéllamos",2026-09-02,20:00,,"39,2865312","-2,7931113",Ayuntamiento de Socuéllamos / FEMP-FEMPCLM,Difundida,,Publicada,Ambas
Tomelloso,Ciudad Real,Plaza de España,,2026-09-02,20:00,,"39,1585549","-3,0214851",Ayuntamiento de Tomelloso,Difundida,,Solo en porceuta.es,porceuta.es
Valdepeñas,Ciudad Real,Plaza España,"Plaza España, 13300",2026-09-02,20:00,,"38,759666","-3,384867",,Sin confirmar,,Publicada,Ambas
Villarrubia de los Ojos,Ciudad Real,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, Villarrubia de los Ojos, 13670",2026-09-02,20:00,,"39,2179661","-3,6076339",,Sin confirmar,,Publicada,Ambas
Benamejí,Córdoba,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, Benamejí, 14910",2026-09-02,20:00,,"37,2675446","-4,5405026",,Sin confirmar,,Publicada,Ambas
Bujalance,Córdoba,Plaza Mayor,Plaza Mayor,2026-09-02,20:00,,"37,89626","-4,38252",Ayuntamiento de Bujalance / FEMP,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Cabra,Córdoba,Plaza de España,"Plaza de España, Cabra, 14940",2026-09-02,20:00,,"37,4731021","-4,4432755",,Sin confirmar,,Publicada,Ambas
Cañete de las Torres,Córdoba,"Puerta del Ayuntamiento, Plaza de España","Puerta del Ayuntamiento, Plaza de España",2026-09-02,20:00,,"37,86716","-4,31828",Ayuntamiento de Cañete de las Torres / FEMP,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Córdoba,Córdoba,Ayuntamiento de Córdoba,,2026-09-02,20:00,,"37,8852921","-4,7760057",Ayuntamiento de Córdoba,Difundida,,Solo en porceuta.es,porceuta.es
Córdoba,Córdoba,Plaza de las Tendillas,"Plaza de las Tendillas, Córdoba",2026-09-02,20:00,,"37,8845063","-4,7795552",,,Recogido de prensa (El Diario de Madrid),Publicada,Listado oficial
Dos Torres,Córdoba,Puertas del Ayuntamiento,Puertas del Ayuntamiento,2026-09-02,20:00,,"38,445152","-4,894803",,Sin confirmar,,Publicada,Ambas
El Carpio,Córdoba,Plaza de la Constitución,Plaza de la Constitución,2026-09-02,20:00,,"37,94035","-4,49633",Ayuntamiento de El Carpio / FEMP,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Encinas Reales,Córdoba,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, 14913",2026-09-02,20:00,,"37,274577","-4,488763",,Sin confirmar,El punto del mapa es aproximado: señala el centro del municipio.,Publicada,Ambas
Hornachuelos,Córdoba,Ayuntamiento,"Ayuntamiento, Hornachuelos, 14740",2026-09-02,20:00,,"37,8309611","-5,2428203",,Sin confirmar,,Publicada,Ambas
La Carlota,Córdoba,"Puerta del Ayuntamiento, Av. Carlos III 50",,2026-09-02,20:00,,"37,67363","-4,93281",PP y VOX de La Carlota / FEMP-FAMP,Difundida,,Solo en porceuta.es,porceuta.es
La Rambla,Córdoba,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, La Rambla, 14540",2026-09-02,20:00,,"37,6081252","-4,7419177",,Sin confirmar,,Publicada,Ambas
Lucena,Córdoba,Plaza Nueva,"Plaza Nueva, Lucena, 14900",2026-09-02,20:00,,"37,4088641","-4,4850796",,Sin confirmar,,Publicada,Ambas
Montilla,Córdoba,"Frente al Ayuntamiento de Montilla (Puerta de Aguilar, 10)",,2026-09-02,20:00,,"37,586419","-4,640118",Redacciónsur,Sin confirmar,,Solo en porceuta.es,porceuta.es
Peñarroya-Pueblonuevo,Córdoba,Calle Constitución,Calle Constitución,2026-09-02,20:00,,"38,299625","-5,267887",,Sin confirmar,,Publicada,Ambas
Posadas,Córdoba,Plaza del Ayuntamiento,Plaza del Ayuntamiento,2026-09-02,20:00,,"37,800351","-5,107137",,Sin confirmar,,Publicada,Ambas
Puente Genil,Córdoba,Paseo del Romeral,"Paseo del Romeral, Puente Genil, 14500",2026-09-02,20:00,,"37,3900049","-4,7710453",Ayuntamiento de Puente Genil,Difundida,,Publicada,Ambas
Rute,Córdoba,Ayuntamiento de Rute,Ayuntamiento de Rute,2026-09-02,20:00,,"37,325304","-4,369977",Ayuntamiento de Rute,Difundida,https://www.instagram.com/p/DcirGS3DkIa/?igsi=YzU4dDkwNG42Y2hy,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Villa del Río,Córdoba,Plaza de la Constitución,Plaza de la Constitución,2026-09-02,20:00,,"37,98146","-4,29045",Ayuntamiento de Villa del Río / FEMP,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Cuenca,Cuenca,Plaza Mayor,"Plaza Mayor, Cuenca, 16001",2026-09-02,20:00,,"40,077943","-2,1302316",,,,Publicada,Listado oficial
Cuenca,Cuenca,Plaza Mayor frente al Ayuntamiento,,2026-09-02,20:00,,"40,0704","-2,1374",FEMP,Difundida,,Solo en porceuta.es,porceuta.es
El Pedernoso,Cuenca,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, El Pedernoso",2026-09-02,20:00,,"39,4855109","-2,7463772",,Sin confirmar,,Publicada,Ambas
Horcajo de Santiago,Cuenca,Plaza de España,Plaza de España,2026-09-02,20:00,,"39,84216","-2,997374",Ayuntamiento de Horcajo de Santiago,Difundida,Horcajo con Ceuta,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
San Clemente,Cuenca,Plaza Mayor,Plaza Mayor,2026-09-02,20:00,,"39,403738","-2,429134",,Sin confirmar,,Publicada,Ambas
Sisante,Cuenca,Plaza del Doctor Fernández Turégano,Plaza del Doctor Fernández Turégano,2026-09-02,20:00,,"39,407128","-2,201534",,Sin confirmar,,Publicada,Ambas
Tarancón,Cuenca,Plaza del Ayuntamiento,,2026-09-02,20:00,,"40,0086075","-3,0102243",FEMP,Difundida,,Solo en porceuta.es,porceuta.es
Villalba de la Sierra,Cuenca,Puertas del Ayuntamiento,"Puertas del Ayuntamiento, 16140",2026-09-02,20:00,,"40,235287","-2,088419",,Sin confirmar,,Publicada,Ambas
Miami,Florida (EE. UU.),Consulado de España en Miami,,2026-09-02,,SIN HORA,"25,7617","-80,1918",,Sin confirmar,,Solo en porceuta.es,porceuta.es
banyoles,Girona,plaça independencia,,2026-09-05,20:00,OTRA FECHA,"42,1180477","2,7653607",,Sin confirmar,,Solo en porceuta.es,porceuta.es
Figueres,Girona,Plaça de l'Ajuntament,"Plaça de l'Ajuntament, Figueres, 17600",2026-09-02,20:00,,"42,267257","2,9608552",,Sin confirmar,,Publicada,Ambas
Girona,Girona,Plaça del Vi,Plaça del Vi,2026-09-02,20:00,,"41,983059","2,824567",,Sin confirmar,,Publicada,Ambas
Albolote,Granada,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, 18220",2026-09-02,20:00,,"37,230543","-3,657217",,Sin confirmar,,Publicada,Ambas
Alhama de Granada,Granada,Plaza de España,"Plaza de España, 18120",2026-09-02,20:00,,"37,002829","-3,98911",,Sin confirmar,El punto del mapa es aproximado: señala el centro del municipio.,Publicada,Ambas
Alhendín,Granada,Plaza de España,"Plaza de España, Alhendín, 18620",2026-09-02,20:00,,"37,1078764","-3,6457852",Ayuntamiento de Alhendín,Difundida,"El cartel lo pone en Córdoba; corregido a Granada, que es su provincia",Publicada,Ambas
Almuñécar,Granada,Plaza de España,"Plaza de España, Almuñécar, 18690",2026-09-02,20:00,,"36,7337969","-3,6911076",Ayuntamiento de Almuñécar,Difundida,,Publicada,Ambas
Churriana de la Vega,Granada,Plaza de la Constitución,"Plaza de la Constitución, Churriana de la Vega",2026-09-02,20:00,,"37,1478348","-3,6462413",,Sin confirmar,,Publicada,Ambas
Granada,Granada,Plaza del Carmen,"Plaza del Carmen, Granada",2026-09-02,20:00,,"37,174107","-3,5988522",,Sin confirmar,,Publicada,Ambas
Huétor Santillán,Granada,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, 18183",2026-09-02,20:00,,"37,218481","-3,517304",,Sin confirmar,El punto del mapa es aproximado: señala el centro del municipio.,Publicada,Ambas
Jun,Granada,Ayuntamiento de Jun,"Ayuntamiento de Jun, 18213",2026-09-02,20:00,,"37,221949","-3,594359",,Sin confirmar,,Publicada,Ambas
La Puebla de Don Fadrique,Granada,Ayuntamiento,,2026-09-02,20:00,,"39,6670663","-3,2423102",Ayuntamiento De la Villa de don Fadrique,Difundida,,Solo en porceuta.es,porceuta.es
Lecrín,Granada,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, 18656",2026-09-02,20:00,,"36,948011","-3,55065",,Sin confirmar,,Publicada,Ambas
Loja,Granada,Puerta del Palacio de Narváez,"Puerta del Palacio de Narváez, Loja",2026-09-02,20:00,,"37,1523601","-4,2057079",,Sin confirmar,El punto del mapa es aproximado: señala el centro del municipio,Publicada,Ambas
Motril,Granada,Plaza de España,"Plaza de España, Motril",2026-09-02,20:00,,"36,7451873","-3,5208166",Ayuntamiento de Motril / FEMP,Difundida,https://motril.es/el-ayuntamiento-de-motril-se-suma-a-la-concentracion-convocada-por-la-femp-en-solidaridad-con-ceuta/,Publicada,Ambas
Ogíjares,Granada,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, Ogíjares, 18151",2026-09-02,20:00,,"37,1200582","-3,6069119",,Sin confirmar,,Publicada,Ambas
Órgiva,Granada,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, 18400",2026-09-02,20:00,,"36,900492","-3,423963",,Sin confirmar,El punto del mapa es aproximado.,Publicada,Ambas
Puebla de Don Fadrique,Granada,Ayuntamiento Puebla de Don Fadrique,,2026-09-02,20:00,,"37,9578472","-2,4348912",,Sin confirmar,Concentración en apoyo a Ceuta,Solo en porceuta.es,porceuta.es
Santa Fe,Granada,Plaza España,,2026-09-02,20:00,,"37,1895171","-3,7183561",,Sin confirmar,"Ceuta es España, todos con Ceuta.",Solo en porceuta.es,porceuta.es
Alovera,Guadalajara,Ayuntamiento,Ayuntamiento,2026-09-02,20:00,,"40,595357","-3,248776",,Confirmada,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
El Casar,Guadalajara,Plaza de la Constitución,"Plaza de la Constitución, El Casar, 19170",2026-09-02,20:00,,"40,7024507","-3,4279241",,,,Publicada,Listado oficial
El Casar,Guadalajara,"Plaza de la Constitución, frente al Ayuntamiento",,2026-09-02,20:00,,"40,765272","-3,415272",Ayuntamiento de El Casar / FEMP,Difundida,,Solo en porceuta.es,porceuta.es
Guadalajara,Guadalajara,Frente al Ayuntamiento,,2026-09-02,20:00,,"40,6297","-3,1616",,Confirmada,,Solo en porceuta.es,porceuta.es
Guadalajara,Guadalajara,Plaza Mayor (Ayuntamiento),"Plaza Mayor (Ayuntamiento), Guadalajara, 19001",2026-09-02,20:00,,"40,6336948","-3,1674415",,,,Publicada,Listado oficial
Torrejón del Rey,Guadalajara,"Frente al Ayuntamiento, Plaza Mayor","Frente al Ayuntamiento, Plaza Mayor",2026-09-02,20:00,,"40,6438","-3,33455",Ayuntamiento de Torrejón del Rey / FEMP,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Yebes,Guadalajara,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, Yebes, 19141",2026-09-02,20:00,,"40,5339432","-3,1106976",,Sin confirmar,,Publicada,Ambas
Yunquera de Henares,Guadalajara,Patio del Palacio de los Mendoza,"Patio del Palacio de los Mendoza, Yunquera de Henares, 19210",2026-09-02,20:00,,"40,7540224","-3,1674304",,Sin confirmar,,Publicada,Ambas
San Sebastián,Guipúzcoa,Jardines de Alderdi Eder,"Jardines de Alderdi Eder, San Sebastián, 20004",2026-09-02,20:00,,"43,3205409","-1,9851737",,,Recogido de prensa (El Distrito),Publicada,Listado oficial
San Sebastián - Donostia,Guipúzcoa,Frente al Ayuntamiento - Jardines de Alderdi Eder,,2026-09-02,20:00,,"43,320541","-1,985174",Constitucionalistas Vascos,Confirmada,Ceuta es España - Ceuta Espaina da Ceuta es Europa - Ceuta Europa da,Solo en porceuta.es,porceuta.es
Almonte,Huelva,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, Almonte, 21730",2026-09-02,20:00,,"37,2623116","-6,5182252",,Sin confirmar,,Publicada,Ambas
Alosno,Huelva,Ayuntamiento,Ayuntamiento,2026-09-02,20:00,,"37,549226","-7,113974",,Sin confirmar,,Publicada,Ambas
Aracena,Huelva,Plaza Marqués de Aracena,"Plaza Marqués de Aracena, 21200",2026-09-02,20:00,,"37,894566","-6,561341",Jose Gracia y Calvo,Confirmada,"CONCENTRACIÓN SOLIDARIA, PACÍFICA Y APARTIDISTA EN SOLIDARIDAD CON LAS VÍCTIMAS DE LA INVASIÓN DE CEUTA",Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Ayamonte,Huelva,Ayuntamiento de Ayamonte,"Ayuntamiento de Ayamonte, Ayamonte, 21400",2026-09-02,20:00,,"37,2143429","-7,4090158",,Sin confirmar,,Publicada,Ambas
Cartaya,Huelva,Ayuntamiento de Cartaya,"Ayuntamiento de Cartaya, Cartaya, 21450",2026-09-02,20:00,,"37,2829019","-7,1551065",Ayuntamiento de Cartaya,Difundida,,Publicada,Ambas
El Portil,Huelva,"Plaza de la Sal, El Portil","Plaza de la Sal, El Portil, 21459",2026-09-02,20:00,,"37,213758","-7,048466",,Sin confirmar,El punto del mapa es aproximado: señala el centro del municipio.,Publicada,Ambas
Gibraleón,Huelva,"Frente al Ayuntamiento de Gibraleón, Plaza de España",,2026-09-02,20:00,,"37,3764","-6,9692",PP de Gibraleón / FEMP,Difundida,,Solo en porceuta.es,porceuta.es
Hinojos,Huelva,Ayuntamiento de Hinojos,Ayuntamiento de Hinojos,2026-09-02,20:00,,"37,292585","-6,376441",,Sin confirmar,,Publicada,Ambas
Huelva,Huelva,Plaza del Ayuntamiento,Plaza del Ayuntamiento,2026-09-02,20:00,,"37,256425","-6,949665",Ayuntamiento de Huelva,Difundida,,Retirada · el listado oficial la marca sin confirmar: pendiente de confirmar,Ambas
Isla Cristina,Huelva,Frente al Ayuntamiento de Isla Cristina,,2026-09-02,20:00,,"37,199433","-7,325089",Odinea de los Ríos / Isla Cristina Enamora,Sin confirmar,,Solo en porceuta.es,porceuta.es
La Palma del Condado,Huelva,Plaza de España,"Plaza de España, La Palma del Condado",2026-09-02,20:00,,"37,3874866","-6,5534536",Ayuntamiento de La Palma del Condado,Difundida,Recogido de prensa (El Distrito),Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Lepe,Huelva,Ayuntamiento de Lepe,"Ayuntamiento de Lepe, Lepe, 21440",2026-09-02,20:00,,"37,2541241","-7,2032461",Ayuntamiento de Lepe,Difundida,,Publicada,Ambas
Manzanilla,Huelva,Ayuntamiento,Ayuntamiento,2026-09-02,20:00,,"37,388011","-6,429417",,Sin confirmar,,Publicada,Ambas
Palos de la Frontera,Huelva,Plaza de la Constitución,"Plaza de la Constitución, Palos de la Frontera",2026-09-02,20:00,,"37,2238994","-6,8875882",,Sin confirmar,,Publicada,Ambas
Punta Umbría,Huelva,Plaza de la Constitución,"Plaza de la Constitución, Punta Umbría, 21100",2026-09-02,20:00,,"37,182464","-6,9671427",,Sin confirmar,,Publicada,Ambas
San Juan del Puerto,Huelva,Ayuntamiento,"Ayuntamiento, San Juan del Puerto, 21610",2026-09-02,20:00,,"37,3142068","-6,840786",,Sin confirmar,,Publicada,Ambas
Barbastro,Huesca,Plaza Aragon,,2026-09-02,20:00,,"42,0366952","0,127238",,Sin confirmar,,Solo en porceuta.es,porceuta.es
Barbastro,Huesca,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, 22300",2026-09-02,20:00,,"42,036899","0,123362",,,,Publicada,Listado oficial
Huesca,Huesca,Puerta del Casino de Huesca,"Puerta del Casino de Huesca, Huesca, 22002",2026-09-02,20:00,,"42,1361596","-0,4096186",Ayuntamiento de Huesca / FEMP,Difundida,,Publicada,Ambas
Jaca,Huesca,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, Jaca, 22700",2026-09-02,20:00,,"42,5692811","-0,5494241",Ayuntamiento de Jaca,Difundida,,Publicada,Ambas
Monzón,Huesca,"Plaza Mayor, 4 (frente al Ayuntamiento)","Plaza Mayor, 4 (frente al Ayuntamiento)",2026-09-02,20:00,,"41,910811","0,19216",Ayuntamiento de Monzón,Difundida,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Alcalá la Real,Jaén,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, Alcalá la Real, 23680",2026-09-02,20:00,,"37,4635096","-3,9250244",Ayuntamiento / FEMP,Difundida,,Publicada,Ambas
Andújar,Jaén,Plaza de España,"Plaza de España, Andújar",2026-09-02,20:00,,"38,0372031","-4,0543265",Ayuntamiento de Andújar / FEMP,Difundida,,Publicada,Ambas
Baeza,Jaén,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, Baeza, 23440",2026-09-02,20:00,,"37,9935455","-3,4697381",Ayuntamiento / FEMP,Difundida,,Publicada,Ambas
Bailén,Jaén,Puertas del Ayuntamiento,"Puertas del Ayuntamiento, 23710",2026-09-02,20:00,,"38,0964","-3,7779",Ayuntamiento de Bailén,Difundida,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Jaén,Jaén,Plaza de las Batallas,"Plaza de las Batallas, Jaén",2026-09-02,20:00,,"37,7726971","-3,7887146",,,Recogido de prensa (El Distrito),Retirada · el listado oficial dice que no se suma: la capital NO participará; los municipios de la provincia sí,Listado oficial
Jaén,Jaén,Plaza de Santa María,,2026-09-02,20:00,,"37,764776","-3,790695",FEMP / convocatoria local,Difundida,,Solo en porceuta.es,porceuta.es
Jamilena,Jaén,Plaza de la Constitución,,2026-09-02,20:00,,"37,7467038","-3,9124504",,Sin confirmar,,Solo en porceuta.es,porceuta.es
La Carolina,Jaén,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, La Carolina",2026-09-02,20:00,,"38,2741414","-3,6157378",,Sin confirmar,,Publicada,Ambas
La Guardia de Jaén,Jaén,,,2026-09-02,20:00,,"37,7425684","-3,6937084",,Sin confirmar,,Solo en porceuta.es,porceuta.es
Linares,Jaén,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, Linares",2026-09-02,20:00,,"38,0935469","-3,6359646",Ayuntamiento / FEMP,Difundida,,Publicada,Ambas
Los Villares,Jaén,Plaza Fernando Feijoo,"Plaza Fernando Feijoo, Los Villares",2026-09-02,20:00,,"37,6890726","-3,8184569",,Sin confirmar,,Publicada,Ambas
Mancha Real,Jaén,Plaza / entorno del Ayuntamiento,,2026-09-02,20:00,,"37,7864076","-3,6125494",Ayuntamiento / FEMP,Difundida,,Solo en porceuta.es,porceuta.es
Martos,Jaén,"Plaza de la Constitución, frente al Ayuntamiento",,2026-09-02,20:00,,"37,7222633","-3,9703241",Ayuntamiento / FEMP,Difundida,,Solo en porceuta.es,porceuta.es
Martos,Jaén,Puertas del Ayuntamiento,Puertas del Ayuntamiento,2026-09-02,20:00,,"37,722849","-3,965879",,,,Publicada,Listado oficial
Siles,Jaén,Puerta del Ayuntamiento,Puerta del Ayuntamiento,2026-09-02,20:00,,"38,387157","-2,5805",,Sin confirmar,,Publicada,Ambas
Torredonjimeno,Jaén,,,2026-09-02,20:00,,"37,7610096","-3,9511024",,Sin confirmar,,Solo en porceuta.es,porceuta.es
Úbeda,Jaén,Plaza de Andalucía,,2026-09-02,20:00,,"38,011154","-3,371925",FEMP / convocatoria local,Difundida,,Solo en porceuta.es,porceuta.es
Villacarrillo,Jaén,Plaza de la Constitución,"Plaza de la Constitución, 23300",2026-09-02,20:00,,"38,115144","-3,087566",,Sin confirmar,,Publicada,Ambas
Villanueva del Arzobispo,Jaén,Ayuntamiento de Villanueva del Arzobispo,,2026-09-02,20:00,,"38,1685887","-3,0078293",Ayuntamiento / FEMP,Difundida,,Solo en porceuta.es,porceuta.es
Villardompardo,Jaén,Plaza de la Constitución,,2026-09-02,20:00,,"37,8381084","-4,0017495",,Sin confirmar,,Solo en porceuta.es,porceuta.es
Alfaro,La Rioja,Palacio Abacial,Palacio Abacial,2026-09-02,20:00,,"42,178574","-1,749245",,Sin confirmar,El punto del mapa es aproximado: señala el centro del municipio.,Publicada,Ambas
Calahorra,La Rioja,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, 18512",2026-09-02,20:00,,"42,303521","-1,964876",Anónimo,Sin confirmar,El punto del mapa es aproximado: señala el centro del municipio.,Publicada,Ambas
Haro,La Rioja,"Plaza de la Paz, frente al Ayuntamiento","Plaza de la Paz, frente al Ayuntamiento",2026-09-02,20:00,,"42,577006","-2,84691",Ayuntamiento de Haro,Difundida,,Publicada,Ambas
Logroño,La Rioja,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, Logroño",2026-09-02,20:00,,"42,4662779","-2,4397496",Ayuntamiento de Logroño,Difundida,Recogido de prensa (El Diario de Madrid),Publicada,Ambas
