Municipio,Provincia,Lugar,Dirección,Fecha,Hora,Ojo,Latitud,Longitud,Convoca,Marca en porceuta.es,Notas,Estado,Fuente
Ronda,Málaga,Plaza Duquesa de Parcent,"Plaza Duquesa de Parcent, Ronda",2026-09-02,20:00,,"36,7369254","-5,1653638",Ayuntamiento de Ronda,Difundida,,Publicada,Ambas
San Pedro de Alcántara,Málaga,Plaza de la Iglesia,"Plaza de la Iglesia, San Pedro de Alcántara",2026-09-02,20:00,,"36,4869728","-4,989644",,Sin confirmar,Recogido de prensa (El Faro de Ceuta),Publicada,Ambas
Sierra de Yeguas,Málaga,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, Sierra de Yeguas, 29328",2026-09-02,20:00,,"37,124639","-4,8687135",,Sin confirmar,,Publicada,Ambas
Torremolinos,Málaga,Plaza Blas Infante,"Plaza Blas Infante, Torremolinos, 29620",2026-09-02,20:00,,"36,6213562","-4,5077405",,Difundida,Convocada por el Ayuntamiento de Torremolinos,Publicada,Ambas
Torrox,Málaga,"Frente al Ayuntamiento de Torrox, Plaza de la Constitución",,2026-09-02,20:00,,"36,7574","-3,9528",Ayuntamiento de Torrox / FEMP,Difundida,,Solo en porceuta.es,porceuta.es
Vélez-Málaga,Málaga,Plaza de los Carmelitas,"Plaza de los Carmelitas, Vélez-Málaga, 29700",2026-09-02,20:00,,"36,781456","-4,1042865",Ayuntamiento de Vélez-Málaga,Difundida,,Publicada,Ambas
Villanueva de la Concepción,Málaga,,,2026-09-02,20:00,,"36,932731","-4,528535",Populares de Villanueva de la Concepción,Confirmada,,Solo en porceuta.es,porceuta.es
Villanueva del Rosario,Málaga,Puerta del Ayuntamiento,,2026-09-02,20:00,,"36,998599","-4,3660482",Ayuntamiento de Villanueva del Rosario,Difundida,https://www.facebook.com/share/p/1825ZZaDKw/,Solo en porceuta.es,porceuta.es
Villanueva del Trabuco,Málaga,Plaza del Prado,Plaza del Prado,2026-09-02,20:00,,"37,028076","-4,338268",,Sin confirmar,,Publicada,Ambas
Melilla,Melilla,Monolito de la Constitución,"Monolito de la Constitución, Melilla, 52001",2026-09-02,20:00,,"35,2921882","-2,9379196",Paco Belmonte,Confirmada,"Contra la invasión marroquí y contra este gobierno corrupto. Ceuta y Melilla son ESPAÑA. Hay que ir desde la plaza de España hasta el dique, y derribar esa parte de valla que rodea la punta, sólo esa zona, porque esas aguas son nuestras.",Publicada,Ambas
Abanilla,Murcia,Plaza de la Constitución,Plaza de la Constitución,2026-09-02,20:00,,"38,20744","-1,041628",,Sin confirmar,,Publicada,Ambas
Abarán,Murcia,"Plaza Vieja, puertas del Ayuntamiento",,2026-09-02,20:00,,"38,20279","-1,40031",PP de Abarán + adhesión VOX Abarán,Confirmada,,Solo en porceuta.es,porceuta.es
Águilas,Murcia,Puerta del Ayuntamiento,Puerta del Ayuntamiento,2026-09-02,20:00,,"37,404212","-1,582143",Partido Popular de Águilas,Sin confirmar,,Publicada,Ambas
Alcantarilla,Murcia,"Plaza de San Pedro, frente al Ayuntamiento","Plaza de San Pedro, frente al Ayuntamiento, 30820",2026-09-02,20:00,,"37,96834","-1,21522",Ayuntamiento de Alcantarilla / FEMP,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Archena,Murcia,Campo de Fútbol Andrés Abenza,Campo de Fútbol Andrés Abenza,2026-09-02,20:00,,"38,117812","-1,302524",España unida,Sin confirmar,El punto del mapa es aproximado: señala el centro del municipio. · España no se vende,Publicada,Ambas
Caravaca de la Cruz,Murcia,Plaza del Arco,Plaza del Arco,2026-09-02,20:00,,"38,107672","-1,86012",Ayuntamiento de Caravaca,Difundida,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Cartagena,Murcia,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, Cartagena, 30201",2026-09-02,20:00,,"37,5990274","-0,9856173",Héroes de Cavite,Confirmada,"Recogido de prensa (El Distrito) · Por Ceuta, manifestación pacífica sin políticos.",Publicada,Ambas
Cieza,Murcia,"Ayuntamiento de Cieza, Plaza Mayor","Ayuntamiento de Cieza, Plaza Mayor",2026-09-02,20:00,,"38,23973","-1,41899",Ayuntamiento de Cieza / FEMP,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Publicada,Ambas
Fortuna,Murcia,Puerta del Ayuntamiento,Puerta del Ayuntamiento,2026-09-02,20:00,,"38,179897","-1,123317",,Sin confirmar,,Publicada,Ambas
Jumilla,Murcia,Parking piscina cubierta,"Parking piscina cubierta, Jumilla",2026-09-02,20:00,,"38,4735408","-1,3285417",,Confirmada,El punto del mapa es aproximado: señala el centro del municipio. Recogido de prensa (El Distrito) · Se convoca a todos los jumillanos a la manifestación contra la invasión migratoria de Ceuta como acto de protesta y solidaridad con nuestros compatriotas ceutíes.,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
La Unión,Murcia,Puerta del Ayuntamiento,Puerta del Ayuntamiento,2026-09-02,20:00,,"37,617027","-0,87824",,Sin confirmar,,Publicada,Ambas
Lorca,Murcia,"Puerta del Ayuntamiento, Plaza de España","Puerta del Ayuntamiento, Plaza de España, 30800",2026-09-02,20:00,,"37,67663","-1,69947",Ayuntamiento de Lorca,Difundida,El punto del mapa es aproximado.,Publicada,Ambas
Los Alcázares,Murcia,Plaza Manuel Floreal Menárguez,Plaza Manuel Floreal Menárguez,2026-09-02,20:00,,"37,739014","-0,851665",,Sin confirmar,,Publicada,Ambas
Mazarrón,Murcia,Puertas del Ayuntamiento,Puertas del Ayuntamiento,2026-09-02,20:00,,"37,5985","-1,3149",Ayuntamiento de Mazarrón,Difundida,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Molina de Segura,Murcia,Plaza de España,Plaza de España,2026-09-02,20:00,,"38,05464","-1,21289",Ayuntamiento de Molina de Segura / FEMP,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Publicada,Ambas
Moratalla,Murcia,Plaza del Ayuntamiento,Plaza del Ayuntamiento,2026-09-02,20:00,,"38,188439","-1,890934",,Sin confirmar,El punto del mapa es aproximado: señala el centro del municipio.,Publicada,Ambas
Mula,Murcia,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, 30170",2026-09-02,20:00,,"38,041651","-1,490801",,Sin confirmar,,Publicada,Ambas
Murcia,Murcia,Glorieta de España,,2026-09-02,20:00,,"37,9833294","-1,1303726",Ayuntamiento de Murcia,Difundida,,Solo en porceuta.es,porceuta.es
Murcia,Murcia,Plaza de Santo Domingo,"Plaza de Santo Domingo, Murcia",2026-09-02,20:00,,"37,98735","-1,12919",Sociedad Civil,Confirmada,Recogido de prensa (El Diario de Madrid),Publicada,Ambas
Pliego,Murcia,Puerta del Ayuntamiento,Puerta del Ayuntamiento,2026-09-02,20:00,,"37,990654","-1,505722",,Sin confirmar,,Publicada,Ambas
Puerto Lumbreras,Murcia,Plaza de la Constitución,Plaza de la Constitución,2026-09-02,20:00,,"37,562974","-1,809642",,Sin confirmar,,Publicada,Ambas
Ricote,Murcia,Plaza España,Plaza España,2026-09-02,20:00,,"38,147743","-1,34209",,Sin confirmar,,Publicada,Ambas
San Javier,Murcia,Consorcio La Manga,Consorcio La Manga,2026-09-02,20:00,,"37,805957","-0,834554",,Sin confirmar,"El punto del mapa es aproximado: señala el centro del municipio. · Para y por todas la ciudadanía que quiere y desea alzar su voz para ayudar a Ceuities, Melillenses Islas Canarias y toda la península por nuestra provincia Murcia y nuestras costas de Cartagena y por nuestro País España pacíficamente y sin violencia accesos las manos por este secuestro al que nos tienen sometidos y que haya Elecciones Generales YA 🇪🇦",Publicada,Ambas
Santomera,Murcia,Plaza Borreguero-Artés,Plaza Borreguero-Artés,2026-09-02,20:00,,"38,081673","-1,058868",,Sin confirmar,El punto del mapa es aproximado: señala el centro del municipio.,Publicada,Ambas
Torre-Pacheco,Murcia,Plaza Alcalde Pedro Jiménez,Plaza Alcalde Pedro Jiménez,2026-09-02,20:00,,"37,7427","-0,953",Ayuntamiento de Torre-Pacheco,Difundida,El punto del mapa es aproximado.,Publicada,Ambas
Totana,Murcia,Plaza Constitución,"Plaza Constitución, 30850",2026-09-02,20:00,,"37,769879","-1,50256",,Sin confirmar,,Publicada,Ambas
Yecla,Murcia,Ayuntamiento de Yecla,Ayuntamiento de Yecla,2026-09-02,20:00,,"38,61233","-1,116703",Ayuntamiento,Difundida,,Publicada,Ambas
Cintruénigo,Navarra,Plaza del Ayuntamiento,Plaza del Ayuntamiento,2026-09-02,20:00,,"42,079913","-1,803497",,Sin confirmar,El punto del mapa es aproximado: señala el centro del municipio.,Publicada,Ambas
Funes,Navarra,Ayuntamiento,Ayuntamiento,2026-09-02,20:00,,"42,314055","-1,803038",,Sin confirmar,El punto del mapa es aproximado: señala el centro del municipio.,Publicada,Ambas
Pamplona,Navarra,Plaza del Castillo,"Plaza del Castillo, Pamplona",2026-09-02,20:00,,"42,8168147","-1,6427624",Movimiento Cívico del Pueblo,Confirmada,Otras fuentes sitúan la concentración en Plaza del Ayuntamiento (fuentes discrepan). Recogido de prensa (El Diario de Madrid),Publicada,Ambas
San Adrián,Navarra,Ayuntamiento,Ayuntamiento,2026-09-02,20:00,,"42,331803","-1,932859",,Sin confirmar,,Publicada,Ambas
Tudela,Navarra,Plaza Vieja,,2026-09-02,20:00,,"42,078314","-1,638662",Ayuntamiento,Difundida,,Solo en porceuta.es,porceuta.es
Tudela,Navarra,"Plaza Vieja, frente al Consistorio","Plaza Vieja, frente al Consistorio, 31500",2026-09-02,20:00,,"42,063895","-1,605661",Ayuntamiento de Tudela,Difundida,El punto del mapa es aproximado.,Publicada,Ambas
Valle de Egüés,Navarra,Ayuntamiento,Ayuntamiento,2026-09-02,20:00,,"42,811512","-1,5941",,Sin confirmar,El punto del mapa es aproximado.,Publicada,Ambas
Carrión de los Condes,Palencia,Ayuntamiento,"Ayuntamiento, 34120",2026-09-02,20:00,,"42,337684","-4,604363",,Sin confirmar,,Publicada,Ambas
Palencia,Palencia,Plaza Mayor,,2026-09-02,20:00,,"42,0096","-4,5288",,Sin confirmar,,Solo en porceuta.es,porceuta.es
Palencia,Palencia,Subdelegación del Gobierno,Subdelegación del Gobierno,2026-09-02,20:00,,"42,014224","-4,53243",,,,Publicada,Listado oficial
Saldaña,Palencia,Plaza España,"Plaza España, 34100",2026-09-02,20:00,,"42,522119","-4,735924",,Sin confirmar,,Publicada,Ambas
Torquemada,Palencia,Plaza España,"Plaza España, 34230",2026-09-02,20:00,,"42,034346","-4,318633",,Sin confirmar,,Publicada,Ambas
Pontevedra,Pontevedra,Praza de España,Praza de España,2026-09-02,20:30,NO son las 20:00,"42,431857","-8,647081",,Confirmada,El punto del mapa es aproximado. · Todos somos Ceuta,Publicada,Ambas
Vigo,Pontevedra,Praza de Compostela,"Praza de Compostela, Vigo",2026-09-02,20:00,,"42,23921","-8,723",Plataforma ciudadana SOMOS ESPAÑA VIGO,Confirmada,Recogido de prensa (El Diario de Madrid) · Concentración abierta a todos los ciudadanos. Caracter apartidista (sin signos de partidos políticos).,Publicada,Ambas
Bruselas,Región de Bruselas-Capital,"Place du Luxembourg, frente al Parlamento Europeo",,2026-09-02,12:00,NO son las 20:00,"50,839164","4,372823",Delegación española del PPE y delegación de Vox en la Eurocámara,Confirmada,,Solo en porceuta.es,porceuta.es
Alba de Tormes,Salamanca,"Plaza del Ayuntamiento, puerta del Consistorio",,2026-09-02,20:00,,"40,8266317","-5,514271",Ayuntamiento de Alba de Tormes / FEMP,Difundida,https://eldiariodesalamanca.com/alba-de-tormes/2026/08/29/alba-de-tormes-apoya-la-concentracion-de-la-femp-por-ceuta/,Solo en porceuta.es,porceuta.es
Bejar,Salamanca,Plaza mayor de Maldonado,,2026-09-02,20:00,,"40,3865812","-5,7649619",,Sin confirmar,,Solo en porceuta.es,porceuta.es
Carbajosa de la Sagrada,Salamanca,"Puertas del Ayuntamiento, Plaza del Ayuntamiento",,2026-09-02,20:00,,"40,933","-5,6507",Ayuntamiento de Carbajosa de la Sagrada / FEMP,Difundida,,Solo en porceuta.es,porceuta.es
Guijuelo,Salamanca,"Frente al Ayuntamiento, Plaza Mayor","Frente al Ayuntamiento, Plaza Mayor, 37770",2026-09-02,20:00,,"40,55747","-5,67079",Ayuntamiento de Guijuelo / FEMP,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Publicada,Ambas
Peñaranda de Bracamonte,Salamanca,"Plaza de la Constitución, frente al Ayuntamiento",,2026-09-02,20:00,,"40,9024602","-5,2006416",PP de Peñaranda de Bracamonte,Confirmada,https://noticiasatiempo.es/20260829/el-partido-popular-de-penaranda-toma-la-iniciativa-y-convoca-una-concentracion-de-apoyo-a-ceuta-para-este-miercoles-a-las-20-horas/,Solo en porceuta.es,porceuta.es
Salamanca,Salamanca,Plaza Mayor,"Plaza Mayor, Salamanca",2026-09-02,20:00,,"40,9650282","-5,6640558",,Sin confirmar,Recogido de prensa (El Diario de Madrid),Publicada,Ambas
Santa Marta de Tormes,Salamanca,Plaza de la Iglesia,"Plaza de la Iglesia, 37900",2026-09-02,20:00,,"40,95071","-5,631013",Ayuntamiento de Santa Marta de Tormes / FEMP,Difundida,,Publicada,Ambas
Villamayor,Salamanca,"Plaza de España, frente al Ayuntamiento",,2026-09-02,20:00,,"40,999","-5,695",Ayuntamiento de Villamayor / FEMP,Difundida,,Solo en porceuta.es,porceuta.es
Santa Cruz de la Palma,Santa Cruz de Tenerife,Ayuntamiento,"Ayuntamiento, 38700",2026-09-02,19:00,NO son las 20:00,"28,683211","-17,764743",PP La Palma,Sin confirmar,19:00 hora canaria,Publicada,Ambas
Santa Cruz de Tenerife,Santa Cruz de Tenerife,Ayuntamiento de Tenerife,,2026-09-02,19:00,NO son las 20:00,"28,4697725","-16,2546948",Ayuntamiento de Tenerife,Difundida,,Solo en porceuta.es,porceuta.es
Santa Cruz de Tenerife,Santa Cruz de Tenerife,Plaza de España,"Plaza de España, Santa Cruz de Tenerife, 38002",2026-09-02,19:00,NO son las 20:00,"28,4670666","-16,2467142",Sociedad Civil,Confirmada,Recogido de prensa (El Diario de Madrid) 19:00 hora canaria. · Por Ceuta y por España,Publicada,Ambas
Valverde,Santa Cruz de Tenerife,M.I. Ayuntamiento de Valverde,"M.I. Ayuntamiento de Valverde, 38900",2026-09-02,19:00,NO son las 20:00,"27,770617","-17,949133",,Sin confirmar,19:00 hora canaria El punto del mapa es aproximado: señala el centro del municipio.,Publicada,Ambas
El Espinar,Segovia,Puerta del Ayuntamiento,Puerta del Ayuntamiento,2026-09-02,20:00,,"40,718633","-4,247709",,Sin confirmar,,Publicada,Ambas
Espirdo,Segovia,Ayuntamiento de Espirdo,"Ayuntamiento de Espirdo, 40191",2026-09-02,20:00,,"40,997191","-4,073359",,Sin confirmar,,Publicada,Ambas
Riaza,Segovia,Plaza Mayor,,2026-09-02,20:00,,"41,279379","-3,4772594",,Difundida,El Ayuntamiento de Riaza ha publicado la convocatoria: https://www.facebook.com/AyuntamientoDeRiaza/posts/pfbid02Ga1cgEfEL6QWTcvy3ftYBNCbLamt2HLhgMwPzg4Jr8D8ZnWTFgGd8vbLMrKvGhDel?locale=es_ES,Solo en porceuta.es,porceuta.es
Segovia,Segovia,Ayuntamiento de Segovia,,2026-09-02,20:00,,"40,9429","-4,1088",Ayuntamiento de Segovia/FEMP,Difundida,,Solo en porceuta.es,porceuta.es
Segovia,Segovia,Plaza Mayor,Plaza Mayor,2026-09-02,20:00,,"40,950329","-4,123986",,,,Publicada,Listado oficial
Sotillo,Segovia,Ayuntamiento,Ayuntamiento,2026-09-02,20:00,,"41,258518","-3,637341",,Sin confirmar,,Publicada,Ambas
Alcalá de Guadaira,Sevilla,Plaza del Duque,,2026-09-02,20:00,,"37,3397709","-5,8408396",,Sin confirmar,,Solo en porceuta.es,porceuta.es
Alcolea del Río,Sevilla,Puerta del Ayuntamiento,Puerta del Ayuntamiento,2026-09-02,20:00,,"37,614264","-5,668874",,Sin confirmar,,Publicada,Ambas
Coria del Río,Sevilla,Puerta del Ayuntamiento,Puerta del Ayuntamiento,2026-09-02,20:00,,"37,289211","-6,053529",,Confirmada,CORIA DEL RÍO CON CEUTA Ceuta no se vende Ceuta se defiende Concentración en apoyo al pueblo de Ceuta,Publicada,Ambas
Dos hermanas,Sevilla,Plaza edl ayubtamiento,,2026-09-02,20:00,,"37,283689","-5,9226718",,Sin confirmar,,Solo en porceuta.es,porceuta.es
Écija,Sevilla,Plaza de España,"Plaza de España, Écija, 41400",2026-09-02,20:00,,"37,5411551","-5,079263",Ayuntamiento de Écija,Difundida,,Publicada,Ambas
Espartinas,Sevilla,Plaza del Ayuntamiento,Plaza del Ayuntamiento,2026-09-02,12:00,NO son las 20:00,"37,3815","-6,125652",Ayuntamiento de Espartinas / Alcaldesa Cristina Los Arcos,Difundida,,Publicada,Ambas
Estepa,Sevilla,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, Estepa, 41560",2026-09-02,20:00,,"37,2916129","-4,8780688",,Sin confirmar,,Publicada,Ambas
Gerena,Sevilla,Plaza de la Constitución 1,,2026-09-02,20:00,,"37,5293784","-6,1556433",,Sin confirmar,,Solo en porceuta.es,porceuta.es
La Algaba,Sevilla,Puertas del Ayuntamiento,Puertas del Ayuntamiento,2026-09-02,20:00,,"37,463501","-6,010883",,Sin confirmar,,Publicada,Ambas
La Rinconada,Sevilla,,,2026-09-02,20:00,,"37,487719","-5,979483",Partido Popular La Rinconada,Confirmada,,Solo en porceuta.es,porceuta.es
La Roda de Andalucía,Sevilla,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, La Roda de Andalucía, 41590",2026-09-02,20:00,,"37,2011153","-4,7793579",,Sin confirmar,,Publicada,Ambas
Lebrija,Sevilla,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, Lebrija, 41740",2026-09-02,20:00,,"36,9197133","-6,0785932",,Sin confirmar,,Publicada,Ambas
Lora del Río,Sevilla,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, 41440",2026-09-02,19:00,NO son las 20:00,"37,657427","-5,527582",Ayuntamiento de Lora del Río / FEMP,Difundida,El punto del mapa es aproximado: señala el centro del municipio.,Publicada,Ambas
Osuna,Sevilla,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, Osuna, 41640",2026-09-02,20:00,,"37,237094","-5,1029935",,Sin confirmar,,Publicada,Ambas
Palomares del Río,Sevilla,Plaza del Ayuntamiento / Plaza de Andalucía,"Plaza del Ayuntamiento / Plaza de Andalucía, 41928",2026-09-02,20:00,,"37,32188","-6,05833",Ayuntamiento de Palomares del Río / FEMP,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Publicada,Ambas
Pilas,Sevilla,Patio del Ayuntamiento,"Patio del Ayuntamiento, 41840",2026-09-02,20:00,,"37,301209","-6,302777",,Sin confirmar,El punto del mapa es aproximado: señala el centro del municipio.,Publicada,Ambas
San Juan de Aznalfarache,Sevilla,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, 41920",2026-09-02,20:00,,"37,359762","-6,027838",,Sin confirmar,,Publicada,Ambas
Santiponce,Sevilla,Patio del Ayuntamiento,Patio del Ayuntamiento,2026-09-02,20:00,,"37,435593","-6,039916",,Sin confirmar,El punto del mapa es aproximado: señala el centro del municipio.,Publicada,Ambas
Sevilla,Sevilla,Desde Puerta Jerez hasta Plaza de San Francisco,"Desde Puerta Jerez hasta Plaza de San Francisco, Sevilla, 41004",2026-09-03,19:30,NO son las 20:00 · OTRA FECHA,"37,3817849","-5,99436",AVV Asistente Arjona,Confirmada,Marcha del 3 de septiembre · CORRECCIÓN. La manifestación inicialmente prevista para el 3/09 se adelanta al 2/09 a las 19:30. Mantener aparte la concentración municipal de las 20:00.,Retirada · Anulada: el listado oficial del 29 de agosto la reunifica con la concentración del día 2,Ambas
Sevilla,Sevilla,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, Sevilla",2026-09-02,20:00,,"37,388654","-5,9944781",Ayuntamiento de Sevilla,Difundida,Ojo! 30 min antes hay una manifestación que saldrá desde Puerta de Jerez,Publicada,Ambas
Tomares,Sevilla,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, Tomares, 41940",2026-09-02,20:00,,"37,3739071","-6,0445144",Ayuntamiento de Tomares / FEMP,Difundida,,Publicada,Ambas
Utrera,Sevilla,Plaza de Gibaxa,"Plaza de Gibaxa, Utrera, 41710",2026-09-02,20:00,,"37,183257","-5,781598",Ayuntamiento de Utrera,Difundida,https://utreraaldia.com/el-ayuntamiento-de-utrera-convoca-una-concentracion-ciudadana-en-apoyo-a-ceuta/,Publicada,Ambas
Almazán,Soria,Plaza Mayor,Plaza Mayor,2026-09-02,20:00,,"41,425852","-2,545634",,Sin confirmar,El punto del mapa es aproximado.,Publicada,Ambas
Arcos de Jalón,Soria,Frente al Ayuntamiento / Casa Consistorial,,2026-09-02,20:00,,"41,2157666","-2,2753018",Ayuntamiento de Arcos de Jalón / FEMP,Difundida,https://www.elaltojalon.es/texto-diario/mostrar/5996862/arcos-jalon-sumara-2-septiembre-acto-apoyo-ceuta-convocado-femp,Solo en porceuta.es,porceuta.es
Duruelo de la Sierra,Soria,Ayuntamiento,Ayuntamiento,2026-09-02,20:00,,"41,95541","-2,9316",,Sin confirmar,,Publicada,Ambas
El Burgo de Osma,Soria,Ayuntamiento,"Ayuntamiento, 42300",2026-09-02,20:00,,"41,582093","-3,081014",,Sin confirmar,,Publicada,Ambas
Golmayo,Soria,Ayuntamiento,"Ayuntamiento, 42190",2026-09-02,20:00,,"41,765878","-2,522864",,Sin confirmar,,Publicada,Ambas
Navaleno,Soria,Ayuntamiento,Ayuntamiento,2026-09-02,20:00,,"41,837663","-3,004607",,Sin confirmar,,Publicada,Ambas
Soria,Soria,Plaza Mayor,,2026-09-02,20:00,,"41,7636","-2,4649",PP de Soria / FEMP,Difundida,,Solo en porceuta.es,porceuta.es
"Borges del camp, les",Tarragona,Campo martes,,2026-08-28,20:00,OTRA FECHA,"41,1714818","1,0287795",,Sin confirmar,,Solo en porceuta.es,porceuta.es
Reus,Tarragona,Plaça del Mercadal,"Plaça del Mercadal, 43201",2026-09-02,20:00,,"41,1547","1,1087",Convocatoria difundida en redes / FEMP / Plataforma por Ceuta,Difundida,,Publicada,Ambas
Tarragona,Tarragona,Plaça de la Font,"Plaça de la Font, Tarragona, 43003",2026-09-02,20:00,,"41,1170793","1,2550573",,Confirmada,Recogido de prensa (El Distrito) · Todos con Ceuta / Tots amb Ceuta,Publicada,Ambas
Montalbán,Teruel,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, Montalbán, 44700",2026-09-02,20:00,,"40,8326222","-0,7983878",,Sin confirmar,,Publicada,Ambas
Teruel,Teruel,Plaza de la Catedral (Ayuntamiento),"Plaza de la Catedral (Ayuntamiento), Teruel, 44001",2026-09-02,20:00,,"40,34332","-1,10802",Ayuntamiento de Teruel,Difundida,,Publicada,Ambas
Teruel,Teruel,Plaza de San Juan (Subdelegación del Gobierno),"Plaza de San Juan (Subdelegación del Gobierno), Teruel, 44001",2026-09-02,20:00,,"40,34044","-1,10677",Subdelegación del Gobierno,,,Publicada,Listado oficial
Almonacid de Toledo,Toledo,Plaza de la Constitución,"Plaza de la Constitución, Almonacid de Toledo, 45440",2026-09-02,20:00,,"39,7527754","-3,8552029",,Sin confirmar,El cartel pone solo Almonacid,Publicada,Ambas
Almorox,Toledo,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, 45900",2026-09-02,20:00,,"40,233746","-4,390748",Ayuntamiento,Difundida,,Publicada,Ambas
Bargas,Toledo,Plaza del Ayuntamiento / Plaza de la Constitución,"Plaza del Ayuntamiento / Plaza de la Constitución, 45593",2026-09-02,20:00,,"39,9416","-4,0199",Ayuntamiento de Bargas / FEMP,Difundida,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Camarena,Toledo,Plaza Virgen de la Caridad,,2026-09-02,20:00,,"40,0925817","-4,1212536",Ayuntamiento de camarena/FEMP,Difundida,,Solo en porceuta.es,porceuta.es
Casarrubios del Monte,Toledo,Plaza del Ayuntamiento de Casarrubios del Monte y Centro Social Calypo-Fado,,2026-09-02,20:00,,"40,18435","-4,036348",PP Casarrubios del Monte,Confirmada,,Solo en porceuta.es,porceuta.es
Corral de Almaguer,Toledo,Plaza Mayor,Plaza Mayor,2026-09-02,20:00,,"39,759471","-3,164252",,Sin confirmar,,Publicada,Ambas
Dosbarrios,Toledo,Puerta del ayuntamiento,Puerta del ayuntamiento,2026-09-02,20:00,,"39,883376","-3,482059",Ayuntamiento de Dosbarrios,Difundida,Dosbarrios se une a Ceuta,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
El Viso de San Juan,Toledo,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, El Viso de San Juan, 45215",2026-09-02,20:00,,"40,1423027","-3,9210789",,Sin confirmar,,Publicada,Ambas
Esquivias,Toledo,"Puerta del Ayuntamiento, Plaza de Don Quijote 2","Puerta del Ayuntamiento, Plaza de Don Quijote 2",2026-09-02,20:00,,"40,104325","-3,766835",Ayuntamiento de Esquivias / FEMP,Difundida,,Publicada,Ambas
Fuensalida,Toledo,Plaza del Conde,"Plaza del Conde, Fuensalida, 45510",2026-09-02,20:00,,"40,0528693","-4,2091415",,Sin confirmar,,Publicada,Ambas
Illescas,Toledo,Ayuntamiento,"Ayuntamiento, Illescas, 45200",2026-09-02,20:00,,"40,1236984","-3,8503188",Ana Belén,Sin confirmar,"Ceuta no está sola , todos unidos bajo una misma bandera",Publicada,Ambas
La Guardia,Toledo,Plaza del ayuntamiento,,2026-09-02,20:00,,"39,7870986","-3,4757592",Ayuntamiento de la guardia/FEMP,Difundida,,Solo en porceuta.es,porceuta.es
Las Ventas de Retamosa,Toledo,Plaza de la Villa,"Plaza de la Villa, Las Ventas de Retamosa, 45183",2026-09-02,20:00,,"40,1549993","-4,1132714",,Sin confirmar,,Publicada,Ambas
Madridejos,Toledo,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, Madridejos, 45710",2026-09-02,20:00,,"39,4692725","-3,5356376",Ayuntamiento de Madridejos / FEMP,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Publicada,Ambas
Magán,Toledo,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, Magán, 45270",2026-09-02,20:00,,"39,9618165","-3,930576",,Sin confirmar,,Publicada,Ambas
Mocejón,Toledo,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, Mocejón, 45270",2026-09-02,20:00,,"39,9396947","-3,9163783",,Sin confirmar,,Publicada,Ambas
Mora,Toledo,Plaza de la Constitución,"Plaza de la Constitución, 45400",2026-09-02,20:00,,"39,684518","-3,772721",,Sin confirmar,,Publicada,Ambas
Nambroca,Toledo,Plaza de la Constitución,"Plaza de la Constitución, Nambroca, 45190",2026-09-02,20:00,,"39,7980047","-3,9444943",,Sin confirmar,,Publicada,Ambas
Navahermosa,Toledo,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, Navahermosa, 45150",2026-09-02,20:00,,"39,6337383","-4,4724804",,Sin confirmar,,Publicada,Ambas
Numancia de la Sagra,Toledo,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, Numancia de la Sagra, 45230",2026-09-02,20:00,,"40,0762953","-3,8545988",,Sin confirmar,,Publicada,Ambas
